inspection_id,date,zone,equipment_name,equipment_type,health_score,status,last_maintenance_date,next_maintenance_date,anomaly_type,risk_level,temperature_reading,vibration_reading,power_consumption,estimated_lifespan_days
INS001900,2016-05-02,消防区,火灾报警器,消防,84,正常,2016-03-29,2016-07-15,,低,23.9,2.6,35.4,2272
INS001901,2016-05-02,消防区,自动喷淋,消防,90,正常,2016-03-03,2016-06-22,,低,22.4,2.02,58.8,2111
INS001902,2016-05-02,消防区,消防水泵,机械,88,正常,2016-02-01,2016-07-28,,低,58.7,3.95,38.9,795
INS001903,2016-05-02,消防区,排烟风机,暖通,76,正常,2016-03-30,2016-06-07,,低,41.8,3.59,117.2,1122
INS001904,2016-05-02,消防区,灭火器组,消防,86,正常,2015-12-21,2016-06-15,,低,42.0,1.48,39.9,2702
INS001905,2016-05-02,消防区,气体灭火系统,消防,90,正常,2015-12-23,2016-06-01,,低,27.6,0.84,64.4,1922
INS001906,2016-05-02,消防区,消防广播,通信,81,正常,2016-02-09,2016-06-15,,低,24.4,2.07,38.2,768
INS001907,2016-05-02,消防区,防火卷帘,结构,89,正常,2016-03-14,2016-07-16,,低,26.4,1.54,66.5,2901
INS001908,2016-05-02,消防区,消防电话,通信,78,正常,2016-03-05,2016-07-20,,低,10.0,0.92,55.3,656
INS001909,2016-05-02,消防区,应急照明,电气,78,正常,2016-01-27,2016-07-19,,低,65.2,2.0,78.9,1276
INS001910,2016-05-02,电力区,主变压器,电气,90,正常,2015-12-08,2016-06-07,,低,55.8,-0.24,63.2,1785
INS001911,2016-05-02,电力区,备用发电机,机械,87,正常,2015-11-29,2016-06-03,,低,70.4,3.76,54.3,712
INS001912,2016-05-02,电力区,UPS电源,电气,91,正常,2016-02-03,2016-07-07,,低,55.1,2.32,101.6,2451
INS001913,2016-05-02,电力区,配电柜,电气,71,正常,2016-03-30,2016-06-17,短路,低,55.2,3.47,72.4,1755
INS001914,2016-05-02,电力区,电缆线路,电气,78,正常,2016-01-09,2016-06-23,,低,57.5,2.92,71.3,1361
INS001915,2016-05-02,电力区,稳压器,电气,89,正常,2016-02-13,2016-06-09,,低,44.1,3.01,71.1,2251
INS001916,2016-05-02,电力区,电容补偿柜,电气,80,正常,2016-02-01,2016-06-01,,低,57.7,1.45,103.1,1441
INS001917,2016-05-02,电力区,接地系统,电气,83,正常,2016-01-11,2016-06-30,,低,57.1,1.51,97.5,2333
INS001918,2016-05-02,电力区,电力监控,控制,96,正常,2016-02-28,2016-06-08,,低,38.6,1.74,33.3,1091
INS001919,2016-05-02,电力区,柴油储罐,机械,71,正常,2016-02-08,2016-07-22,,低,47.9,4.3,31.4,783
INS001920,2016-05-09,A区,座椅系统,结构,82,正常,2016-01-12,2016-07-09,,低,36.7,2.08,52.2,3388
INS001921,2016-05-09,A区,空调机组,暖通,85,正常,2016-01-07,2016-06-12,,低,54.8,3.95,129.3,1780
INS001922,2016-05-09,A区,照明系统,电气,95,正常,2016-01-18,2016-07-23,,低,56.4,1.48,80.4,1874
INS001923,2016-05-09,A区,消防喷淋,消防,90,正常,2016-02-15,2016-07-05,,低,30.7,1.93,67.9,2861
INS001924,2016-05-09,A区,监控摄像头,安防,82,正常,2016-01-04,2016-07-15,,低,28.8,0.58,50.8,1445
INS001925,2016-05-09,A区,通风管道,暖通,79,正常,2016-03-17,2016-07-11,,低,61.9,3.8,114.7,1314
INS001926,2016-05-09,A区,应急照明,电气,88,正常,2016-02-17,2016-06-15,,低,44.8,2.37,86.6,1436
INS001927,2016-05-09,A区,排水系统,结构,90,正常,2015-12-26,2016-07-29,,低,18.9,3.15,60.6,3488
INS001928,2016-05-09,A区,隔音墙板,结构,88,正常,2016-03-03,2016-08-06,,低,19.1,1.55,48.0,3986
INS001929,2016-05-09,A区,电子显示屏,电气,73,正常,2015-12-14,2016-08-06,,低,50.0,3.39,93.3,1267
INS001930,2016-05-09,B区,座椅系统,结构,88,正常,2016-03-04,2016-07-04,,低,31.3,2.25,20.4,3920
INS001931,2016-05-09,B区,空调机组,暖通,79,正常,2016-03-31,2016-07-12,,低,41.7,2.87,67.1,1371
INS001932,2016-05-09,B区,照明系统,电气,81,正常,2016-03-22,2016-07-08,,低,50.2,0.37,114.9,2236
INS001933,2016-05-09,B区,消防喷淋,消防,85,正常,2015-11-17,2016-07-24,,低,28.9,3.01,31.1,2706
INS001934,2016-05-09,B区,监控摄像头,安防,85,正常,2016-04-09,2016-07-12,,低,36.2,2.36,37.7,879
INS001935,2016-05-09,B区,通风管道,暖通,88,正常,2015-12-11,2016-06-26,,低,48.6,3.56,125.5,1743
INS001936,2016-05-09,B区,应急照明,电气,88,正常,2016-02-08,2016-07-04,,低,50.7,0.19,61.5,1720
INS001937,2016-05-09,B区,排水系统,结构,85,正常,2015-12-22,2016-06-20,,低,25.4,2.12,55.7,2963
INS001938,2016-05-09,B区,隔音墙板,结构,95,正常,2015-11-20,2016-06-18,,低,38.6,1.39,23.4,2922
INS001939,2016-05-09,B区,电子显示屏,电气,84,正常,2016-01-27,2016-06-28,,低,54.9,2.85,78.2,1910
INS001940,2016-05-09,C区,座椅系统,结构,83,正常,2016-03-16,2016-08-02,,低,32.4,1.33,52.0,3936
INS001941,2016-05-09,C区,空调机组,暖通,93,正常,2016-01-27,2016-07-20,,低,46.1,3.29,112.1,1436
INS001942,2016-05-09,C区,照明系统,电气,92,正常,2016-04-04,2016-07-27,,低,55.2,1.68,99.7,1945
INS001943,2016-05-09,C区,消防喷淋,消防,87,正常,2016-04-03,2016-06-13,,低,22.2,1.85,36.8,2424
INS001944,2016-05-09,C区,监控摄像头,安防,82,正常,2016-02-12,2016-07-06,,低,28.0,1.96,36.9,1401
INS001945,2016-05-09,C区,通风管道,暖通,83,正常,2016-03-30,2016-06-29,,低,47.2,4.09,115.4,1074
INS001946,2016-05-09,C区,应急照明,电气,87,正常,2015-12-30,2016-07-07,,低,54.4,1.41,109.3,1878
INS001947,2016-05-09,C区,排水系统,结构,96,正常,2016-02-11,2016-08-04,,低,29.3,0.99,24.6,2778
INS001948,2016-05-09,C区,隔音墙板,结构,92,正常,2016-01-13,2016-06-09,,低,23.2,2.11,26.2,4339
INS001949,2016-05-09,C区,电子显示屏,电气,77,正常,2016-04-04,2016-06-26,,低,62.0,1.32,84.9,1723
INS001950,2016-05-09,VIP区,座椅系统,结构,87,正常,2016-02-02,2016-06-22,,低,37.6,1.9,39.9,4108
INS001951,2016-05-09,VIP区,空调机组,暖通,81,正常,2015-11-14,2016-07-13,,低,27.7,3.13,112.8,1465
INS001952,2016-05-09,VIP区,照明系统,电气,95,正常,2015-12-14,2016-07-13,,低,71.7,1.28,91.0,2614
INS001953,2016-05-09,VIP区,消防喷淋,消防,82,正常,2016-02-07,2016-07-26,,低,37.7,0.99,30.5,2354
INS001954,2016-05-09,VIP区,监控摄像头,安防,88,正常,2016-02-17,2016-07-15,,低,37.2,1.15,40.6,1589
INS001955,2016-05-09,VIP区,电梯系统,运输,76,正常,2015-12-13,2016-07-18,,低,39.8,2.18,57.2,1061
INS001956,2016-05-09,VIP区,通风管道,暖通,79,正常,2016-03-19,2016-07-06,,低,39.3,2.85,104.6,1660
INS001957,2016-05-09,VIP区,应急照明,电气,85,正常,2016-01-08,2016-06-29,,低,66.9,1.86,92.7,2040
INS001958,2016-05-09,VIP区,排水系统,结构,99,正常,2016-03-20,2016-07-23,,低,30.8,1.44,41.9,3454
INS001959,2016-05-09,VIP区,电子显示屏,电气,88,正常,2016-04-09,2016-06-24,,低,44.9,1.71,100.1,2340
INS001960,2016-05-09,VIP区,贵宾接待系统,控制,75,正常,2016-01-01,2016-07-23,,低,32.1,2.6,44.8,1150
INS001961,2016-05-09,舞台区,液压升降台,机械,73,正常,2016-02-05,2016-07-14,,低,51.3,4.21,39.1,607
INS001962,2016-05-09,舞台区,舞台灯光,电气,89,正常,2015-12-17,2016-06-19,,低,52.5,2.15,88.1,2107
INS001963,2016-05-09,舞台区,音响系统,电气,93,正常,2016-03-11,2016-06-21,,低,52.2,1.36,90.7,2397
INS001964,2016-05-09,舞台区,烟雾机,特效,57,预警,2016-03-20,2016-07-18,,中,26.1,2.13,12.9,458
INS001965,2016-05-09,舞台区,吊挂系统,机械,83,正常,2016-03-25,2016-07-31,,低,46.9,4.48,58.6,806
INS001966,2016-05-09,舞台区,旋转舞台,机械,89,正常,2016-03-12,2016-07-23,,低,60.4,5.9,38.0,1022
INS001967,2016-05-09,舞台区,LED地屏,电气,82,正常,2016-04-06,2016-07-04,,低,41.2,2.46,106.5,1578
INS001968,2016-05-09,舞台区,舞台幕布,结构,85,正常,2016-03-08,2016-06-09,,低,28.1,0.37,41.4,2744
INS001969,2016-05-09,舞台区,线缆卷扬机,机械,76,正常,2016-04-06,2016-07-31,密封泄漏,低,55.5,4.12,44.8,874
INS001970,2016-05-09,舞台区,舞台监控,安防,81,正常,2015-11-18,2016-06-29,,低,39.5,1.32,38.3,1192
INS001971,2016-05-09,灯光区,主灯阵列,电气,86,正常,2016-01-17,2016-06-12,,低,63.1,2.12,83.5,2335
INS001972,2016-05-09,灯光区,追光灯,电气,82,正常,2016-01-03,2016-06-16,,低,53.7,2.11,68.2,2150
INS001973,2016-05-09,灯光区,灯光控制台,控制,83,正常,2015-11-12,2016-07-16,,低,27.6,1.57,38.7,972
INS001974,2016-05-09,灯光区,配电柜,电气,84,正常,2016-02-03,2016-07-02,,低,50.3,2.82,84.0,2008
INS001975,2016-05-09,灯光区,散热系统,暖通,93,正常,2015-12-22,2016-07-14,,低,45.5,2.77,113.0,1908
INS001976,2016-05-09,灯光区,特效灯,电气,88,正常,2016-02-15,2016-07-21,,低,56.1,0.81,78.3,1999
INS001977,2016-05-09,灯光区,激光投影,电气,90,正常,2016-01-21,2016-07-02,,低,45.1,2.41,80.3,1921
INS001978,2016-05-09,灯光区,灯光桁架,结构,90,正常,2015-12-21,2016-06-17,,低,44.5,1.94,38.6,3353
INS001979,2016-05-09,灯光区,调光器,电气,84,正常,2016-02-21,2016-07-20,,低,47.8,1.69,79.3,1423
INS001980,2016-05-09,灯光区,信号放大器,通信,100,正常,2015-12-11,2016-06-19,,低,31.8,2.8,46.4,1295
INS001981,2016-05-09,音响区,主扩音箱,电气,93,正常,2016-02-18,2016-06-21,,低,63.8,2.61,71.6,1680
INS001982,2016-05-09,音响区,低音炮阵列,电气,93,正常,2016-02-22,2016-06-25,,低,44.5,0.39,44.2,1809
INS001983,2016-05-09,音响区,调音台,控制,87,正常,2016-01-17,2016-08-03,,低,39.6,0.19,66.2,1140
INS001984,2016-05-09,音响区,无线麦克风,通信,85,正常,2015-12-11,2016-07-16,,低,24.3,2.36,11.2,837
INS001985,2016-05-09,音响区,功放系统,电气,83,正常,2015-11-13,2016-06-15,,低,55.5,3.24,46.6,1719
INS001986,2016-05-09,音响区,音频处理器,控制,82,正常,2015-12-25,2016-06-09,,低,33.2,2.57,39.9,997
INS001987,2016-05-09,音响区,返听音箱,电气,96,正常,2015-12-14,2016-06-15,,低,50.3,3.23,75.2,1664
INS001988,2016-05-09,音响区,信号分配器,通信,80,正常,2016-03-13,2016-08-03,,低,38.9,2.09,43.7,709
INS001989,2016-05-09,音响区,录音系统,控制,82,正常,2015-11-29,2016-06-08,,低,27.9,1.86,17.6,1116
INS001990,2016-05-09,音响区,降噪系统,电气,89,正常,2015-12-31,2016-07-14,,低,52.3,2.08,69.6,2228
INS001991,2016-05-09,安防区,视频监控,安防,73,正常,2016-03-12,2016-07-12,,低,37.5,0.93,44.3,754
INS001992,2016-05-09,安防区,门禁系统,安防,84,正常,2016-03-16,2016-06-12,,低,26.1,2.63,46.5,1531
INS001993,2016-05-09,安防区,X光安检机,安防,85,正常,2015-12-11,2016-06-28,,低,34.5,1.67,38.8,1294
INS001994,2016-05-09,安防区,金属探测器,安防,100,正常,2015-12-03,2016-06-18,,低,16.4,2.65,26.9,1292
INS001995,2016-05-09,安防区,报警系统,安防,84,正常,2016-02-08,2016-07-03,,低,35.4,2.35,44.3,860
INS001996,2016-05-09,安防区,人脸识别终端,安防,79,正常,2016-01-28,2016-06-20,,低,28.4,1.09,37.7,1292
INS001997,2016-05-09,安防区,巡更系统,安防,84,正常,2016-02-08,2016-07-22,,低,28.9,2.23,49.9,1574
INS001998,2016-05-09,安防区,对讲系统,通信,80,正常,2015-11-24,2016-07-31,,低,23.0,2.75,19.6,784
INS001999,2016-05-09,安防区,防入侵传感器,安防,83,正常,2016-04-09,2016-07-23,,低,17.6,2.13,26.4,1538
INS002000,2016-05-09,安防区,安防控制台,控制,71,正常,2015-12-17,2016-07-01,,低,36.2,2.92,21.3,799
INS002001,2016-05-09,消防区,火灾报警器,消防,90,正常,2016-03-02,2016-06-18,,低,27.7,0.71,37.1,2869
INS002002,2016-05-09,消防区,自动喷淋,消防,95,正常,2015-12-23,2016-07-31,,低,36.7,2.28,61.5,2977
INS002003,2016-05-09,消防区,消防水泵,机械,71,正常,2016-02-06,2016-06-08,,低,71.6,5.79,35.5,583
INS002004,2016-05-09,消防区,排烟风机,暖通,78,正常,2016-03-24,2016-07-09,,低,51.8,3.64,108.6,1611
INS002005,2016-05-09,消防区,灭火器组,消防,97,正常,2016-02-09,2016-07-27,,低,21.3,2.88,29.6,2991
INS002006,2016-05-09,消防区,气体灭火系统,消防,89,正常,2016-03-08,2016-07-16,,低,39.4,1.28,44.3,1948
INS002007,2016-05-09,消防区,消防广播,通信,73,正常,2015-12-05,2016-07-24,,低,24.6,2.32,41.5,674
INS002008,2016-05-09,消防区,防火卷帘,结构,77,正常,2016-01-05,2016-07-28,变形,低,26.2,1.19,13.8,2301
INS002009,2016-05-09,消防区,消防电话,通信,79,正常,2016-03-08,2016-07-23,,低,23.9,2.18,51.4,934
INS002010,2016-05-09,消防区,应急照明,电气,80,正常,2016-04-05,2016-06-10,,低,46.0,1.02,101.4,1575
INS002011,2016-05-09,电力区,主变压器,电气,82,正常,2016-01-31,2016-06-18,,低,46.8,2.39,71.0,1293
INS002012,2016-05-09,电力区,备用发电机,机械,70,正常,2016-01-06,2016-07-15,,低,54.8,4.15,70.3,622
INS002013,2016-05-09,电力区,UPS电源,电气,86,正常,2016-03-26,2016-07-28,,低,54.2,2.45,56.5,1943
INS002014,2016-05-09,电力区,配电柜,电气,89,正常,2016-03-24,2016-06-30,,低,50.8,2.39,66.3,1569
INS002015,2016-05-09,电力区,电缆线路,电气,91,正常,2016-03-27,2016-07-27,,低,48.9,2.0,75.5,1737
INS002016,2016-05-09,电力区,稳压器,电气,90,正常,2016-02-12,2016-06-29,,低,48.6,3.04,82.9,2470
INS002017,2016-05-09,电力区,电容补偿柜,电气,79,正常,2016-04-02,2016-07-14,,低,48.9,1.22,60.8,1553
INS002018,2016-05-09,电力区,接地系统,电气,88,正常,2015-11-24,2016-08-02,,低,64.4,1.64,70.3,2124
INS002019,2016-05-09,电力区,电力监控,控制,76,正常,2016-01-12,2016-06-22,,低,34.5,2.89,48.2,690
INS002020,2016-05-09,电力区,柴油储罐,机械,78,正常,2016-02-18,2016-06-22,,低,70.0,5.75,65.1,771
INS002021,2016-05-16,A区,座椅系统,结构,88,正常,2016-03-29,2016-08-02,,低,39.4,0.61,28.6,2279
INS002022,2016-05-16,A区,空调机组,暖通,66,预警,2016-03-07,2016-08-03,漏水,低,60.7,3.22,111.3,925
INS002023,2016-05-16,A区,照明系统,电气,90,正常,2016-02-29,2016-07-09,,低,61.0,2.6,80.5,1799
INS002024,2016-05-16,A区,消防喷淋,消防,85,正常,2016-02-15,2016-07-20,,低,20.3,2.01,11.4,2780
INS002025,2016-05-16,A区,监控摄像头,安防,86,正常,2015-11-24,2016-07-16,,低,37.5,2.08,36.4,1534
INS002026,2016-05-16,A区,通风管道,暖通,77,正常,2015-12-19,2016-06-18,,低,47.3,2.95,88.1,1060
INS002027,2016-05-16,A区,应急照明,电气,83,正常,2016-02-12,2016-06-18,,低,50.8,0.26,55.3,1758
INS002028,2016-05-16,A区,排水系统,结构,91,正常,2016-02-05,2016-07-03,,低,48.2,0.5,34.2,3102
INS002029,2016-05-16,A区,隔音墙板,结构,91,正常,2015-12-03,2016-06-27,,低,21.1,1.7,20.2,2535
INS002030,2016-05-16,A区,电子显示屏,电气,89,正常,2016-01-27,2016-06-26,,低,55.7,2.01,81.1,2155
INS002031,2016-05-16,B区,座椅系统,结构,77,正常,2016-03-20,2016-07-01,,低,17.8,1.23,23.4,2669
INS002032,2016-05-16,B区,空调机组,暖通,86,正常,2015-12-12,2016-06-24,,低,36.7,1.29,135.2,1739
INS002033,2016-05-16,B区,照明系统,电气,88,正常,2016-02-22,2016-07-03,,低,60.7,2.73,93.3,1839
INS002034,2016-05-16,B区,消防喷淋,消防,87,正常,2016-03-16,2016-06-27,,低,29.5,2.16,38.9,2361
INS002035,2016-05-16,B区,监控摄像头,安防,89,正常,2015-12-27,2016-07-09,,低,36.2,2.09,20.8,1125
INS002036,2016-05-16,B区,通风管道,暖通,100,正常,2016-03-03,2016-07-24,,低,28.7,1.31,112.8,1733
INS002037,2016-05-16,B区,应急照明,电气,74,正常,2016-04-03,2016-06-17,,低,56.6,3.43,63.7,2102
INS002038,2016-05-16,B区,排水系统,结构,100,正常,2015-12-11,2016-07-02,,低,38.6,1.6,21.6,2954
INS002039,2016-05-16,B区,隔音墙板,结构,83,正常,2016-03-27,2016-07-11,,低,27.3,0.97,32.7,3887
INS002040,2016-05-16,B区,电子显示屏,电气,79,正常,2016-01-13,2016-07-22,,低,58.5,1.49,99.5,1951
INS002041,2016-05-16,C区,座椅系统,结构,86,正常,2016-01-04,2016-06-16,,低,36.3,1.78,34.8,2820
INS002042,2016-05-16,C区,空调机组,暖通,88,正常,2016-01-22,2016-07-14,,低,50.5,3.19,115.4,1294
INS002043,2016-05-16,C区,照明系统,电气,85,正常,2015-12-24,2016-07-30,,低,56.0,1.71,85.4,1422
INS002044,2016-05-16,C区,消防喷淋,消防,90,正常,2015-12-18,2016-06-25,,低,34.9,2.34,22.9,2701
INS002045,2016-05-16,C区,监控摄像头,安防,86,正常,2016-01-06,2016-07-08,,低,25.8,1.5,34.8,1024
INS002046,2016-05-16,C区,通风管道,暖通,82,正常,2016-02-24,2016-06-20,,低,44.3,2.36,128.5,1866
INS002047,2016-05-16,C区,应急照明,电气,95,正常,2015-12-14,2016-06-18,,低,54.2,3.1,58.7,1957
INS002048,2016-05-16,C区,排水系统,结构,100,正常,2016-03-21,2016-07-05,,低,18.2,0.83,52.1,2591
INS002049,2016-05-16,C区,隔音墙板,结构,89,正常,2016-04-11,2016-08-13,,低,33.1,2.69,8.6,2923
INS002050,2016-05-16,C区,电子显示屏,电气,88,正常,2016-02-14,2016-08-07,,低,56.6,2.35,88.4,1490
INS002051,2016-05-16,VIP区,座椅系统,结构,80,正常,2016-03-16,2016-07-07,,低,30.1,1.79,45.0,2834
INS002052,2016-05-16,VIP区,空调机组,暖通,78,正常,2015-12-04,2016-07-10,,低,49.0,3.58,120.9,1082
INS002053,2016-05-16,VIP区,照明系统,电气,86,正常,2016-01-31,2016-08-05,,低,65.6,0.65,75.4,1774
INS002054,2016-05-16,VIP区,消防喷淋,消防,90,正常,2015-11-30,2016-07-26,,低,22.1,2.25,28.8,2124
INS002055,2016-05-16,VIP区,监控摄像头,安防,73,正常,2016-02-07,2016-06-21,,低,31.5,3.55,34.2,1197
INS002056,2016-05-16,VIP区,电梯系统,运输,71,正常,2015-11-30,2016-07-16,,低,27.4,1.64,30.1,846
INS002057,2016-05-16,VIP区,通风管道,暖通,91,正常,2015-12-30,2016-07-27,,低,55.9,2.89,115.1,1346
INS002058,2016-05-16,VIP区,应急照明,电气,83,正常,2015-11-22,2016-07-14,,低,65.7,1.87,125.9,1424
INS002059,2016-05-16,VIP区,排水系统,结构,86,正常,2015-11-27,2016-06-20,,低,40.7,1.33,27.3,3681
INS002060,2016-05-16,VIP区,电子显示屏,电气,82,正常,2016-02-06,2016-07-11,,低,49.4,1.75,53.6,2159
INS002061,2016-05-16,VIP区,贵宾接待系统,控制,83,正常,2016-04-02,2016-07-16,,低,39.7,2.85,37.0,1225
INS002062,2016-05-16,舞台区,液压升降台,机械,75,正常,2016-01-05,2016-08-03,,低,56.7,4.65,6.7,732
INS002063,2016-05-16,舞台区,舞台灯光,电气,86,正常,2016-01-22,2016-07-30,,低,57.2,1.46,89.7,1513
INS002064,2016-05-16,舞台区,音响系统,电气,84,正常,2016-01-30,2016-06-24,,低,44.9,1.02,90.2,2152
INS002065,2016-05-16,舞台区,烟雾机,特效,58,预警,2015-12-16,2016-07-27,雾化不良,中,33.3,1.22,21.9,443
INS002066,2016-05-16,舞台区,吊挂系统,机械,90,正常,2015-12-03,2016-07-20,,低,53.7,3.75,25.3,855
INS002067,2016-05-16,舞台区,旋转舞台,机械,76,正常,2016-02-06,2016-07-26,,低,64.1,2.91,11.2,978
INS002068,2016-05-16,舞台区,LED地屏,电气,91,正常,2016-02-11,2016-08-11,,低,74.0,3.13,97.2,1550
INS002069,2016-05-16,舞台区,舞台幕布,结构,92,正常,2016-03-29,2016-07-10,,低,30.0,4.13,38.8,2723
INS002070,2016-05-16,舞台区,线缆卷扬机,机械,97,正常,2015-12-15,2016-07-03,,低,54.0,5.18,43.0,861
INS002071,2016-05-16,舞台区,舞台监控,安防,80,正常,2016-01-01,2016-07-11,,低,25.3,1.77,40.8,838
INS002072,2016-05-16,灯光区,主灯阵列,电气,98,正常,2015-12-07,2016-07-12,,低,73.9,2.35,88.4,2200
INS002073,2016-05-16,灯光区,追光灯,电气,84,正常,2015-12-11,2016-08-03,,低,46.7,1.82,69.5,1726
INS002074,2016-05-16,灯光区,灯光控制台,控制,86,正常,2016-01-11,2016-07-01,,低,50.2,1.88,39.9,1365
INS002075,2016-05-16,灯光区,配电柜,电气,68,预警,2016-01-27,2016-07-21,,低,48.4,2.55,91.7,1164
INS002076,2016-05-16,灯光区,散热系统,暖通,81,正常,2016-02-29,2016-07-05,,低,42.7,2.36,110.5,1818
INS002077,2016-05-16,灯光区,特效灯,电气,93,正常,2016-03-18,2016-07-11,,低,67.6,1.49,76.3,1856
INS002078,2016-05-16,灯光区,激光投影,电气,90,正常,2016-01-23,2016-08-07,,低,40.7,0.89,83.3,2393
INS002079,2016-05-16,灯光区,灯光桁架,结构,99,正常,2016-02-17,2016-08-02,,低,31.5,1.66,28.2,3754
INS002080,2016-05-16,灯光区,调光器,电气,91,正常,2016-03-07,2016-07-22,,低,59.8,1.02,91.3,1478
INS002081,2016-05-16,灯光区,信号放大器,通信,85,正常,2015-11-19,2016-06-27,,低,33.2,2.4,50.6,913
INS002082,2016-05-16,音响区,主扩音箱,电气,88,正常,2016-01-04,2016-07-20,,低,47.0,0.37,88.8,1760
INS002083,2016-05-16,音响区,低音炮阵列,电气,88,正常,2015-12-25,2016-08-03,,低,64.0,4.12,135.2,2242
INS002084,2016-05-16,音响区,调音台,控制,92,正常,2016-01-30,2016-07-29,,低,34.4,1.9,22.8,1049
INS002085,2016-05-16,音响区,无线麦克风,通信,81,正常,2015-12-16,2016-07-22,,低,22.2,2.29,6.5,945
INS002086,2016-05-16,音响区,功放系统,电气,95,正常,2016-02-05,2016-07-15,,低,46.3,2.03,75.6,2509
INS002087,2016-05-16,音响区,音频处理器,控制,84,正常,2016-02-29,2016-07-05,,低,29.7,0.85,55.3,789
INS002088,2016-05-16,音响区,返听音箱,电气,86,正常,2015-11-26,2016-07-02,,低,48.6,2.97,71.6,2362
INS002089,2016-05-16,音响区,信号分配器,通信,94,正常,2016-02-22,2016-07-28,,低,32.3,0.04,32.3,1329
INS002090,2016-05-16,音响区,录音系统,控制,79,正常,2016-04-16,2016-07-24,,低,29.3,2.07,26.4,971
INS002091,2016-05-16,音响区,降噪系统,电气,78,正常,2016-02-04,2016-06-18,,低,50.4,1.19,97.2,1376
INS002092,2016-05-16,安防区,视频监控,安防,86,正常,2016-04-07,2016-08-03,,低,25.3,2.4,34.3,1028
INS002093,2016-05-16,安防区,门禁系统,安防,80,正常,2016-03-11,2016-06-15,,低,33.4,2.94,57.6,964
INS002094,2016-05-16,安防区,X光安检机,安防,83,正常,2016-03-31,2016-08-01,,低,37.2,1.08,59.0,1119
INS002095,2016-05-16,安防区,金属探测器,安防,90,正常,2016-01-07,2016-07-12,,低,39.3,2.58,41.8,1280
INS002096,2016-05-16,安防区,报警系统,安防,92,正常,2016-03-27,2016-07-15,,低,32.2,2.67,37.0,972
INS002097,2016-05-16,安防区,人脸识别终端,安防,90,正常,2015-12-07,2016-07-13,,低,27.3,1.38,26.1,1402
INS002098,2016-05-16,安防区,巡更系统,安防,84,正常,2015-11-25,2016-08-07,,低,43.5,2.01,16.8,874
INS002099,2016-05-16,安防区,对讲系统,通信,92,正常,2016-03-22,2016-06-22,,低,32.7,0.99,32.3,792
INS002100,2016-05-16,安防区,防入侵传感器,安防,89,正常,2016-04-16,2016-06-20,,低,15.6,2.25,66.7,1360
INS002101,2016-05-16,安防区,安防控制台,控制,95,正常,2015-12-05,2016-07-06,,低,47.0,2.85,33.9,954
INS002102,2016-05-16,消防区,火灾报警器,消防,91,正常,2016-01-01,2016-07-06,,低,34.6,1.4,51.4,2180
INS002103,2016-05-16,消防区,自动喷淋,消防,83,正常,2016-02-11,2016-07-20,,低,32.0,2.84,62.8,1760
INS002104,2016-05-16,消防区,消防水泵,机械,76,正常,2016-02-19,2016-08-06,,低,60.8,3.24,42.2,985
INS002105,2016-05-16,消防区,排烟风机,暖通,91,正常,2016-02-26,2016-06-15,,低,30.1,4.09,104.7,1976
INS002106,2016-05-16,消防区,灭火器组,消防,88,正常,2015-12-31,2016-08-10,,低,26.0,2.87,21.3,2143
INS002107,2016-05-16,消防区,气体灭火系统,消防,92,正常,2016-04-12,2016-07-29,,低,28.0,0.4,44.0,2708
INS002108,2016-05-16,消防区,消防广播,通信,73,正常,2016-01-02,2016-07-27,,低,38.5,2.32,39.3,616
INS002109,2016-05-16,消防区,防火卷帘,结构,96,正常,2015-11-30,2016-07-29,,低,22.8,1.61,17.8,2619
INS002110,2016-05-16,消防区,消防电话,通信,79,正常,2015-12-11,2016-06-30,,低,31.3,1.9,36.0,844
INS002111,2016-05-16,消防区,应急照明,电气,89,正常,2016-03-25,2016-07-07,,低,44.3,0.87,90.0,1964
INS002112,2016-05-16,电力区,主变压器,电气,91,正常,2016-01-15,2016-07-05,,低,49.5,1.94,92.9,1564
INS002113,2016-05-16,电力区,备用发电机,机械,78,正常,2015-11-25,2016-07-01,,低,65.4,5.49,48.0,660
INS002114,2016-05-16,电力区,UPS电源,电气,79,正常,2016-02-18,2016-08-01,,低,44.4,2.46,98.2,1733
INS002115,2016-05-16,电力区,配电柜,电气,91,正常,2015-11-29,2016-08-13,,低,67.0,2.15,83.9,1977
INS002116,2016-05-16,电力区,电缆线路,电气,70,正常,2015-12-14,2016-06-16,,低,69.6,1.55,92.3,1614
INS002117,2016-05-16,电力区,稳压器,电气,83,正常,2016-01-29,2016-08-09,,低,56.8,2.41,80.3,1991
INS002118,2016-05-16,电力区,电容补偿柜,电气,86,正常,2016-01-07,2016-08-10,,低,63.5,3.49,65.1,1569
INS002119,2016-05-16,电力区,接地系统,电气,87,正常,2016-01-26,2016-06-21,,低,59.5,2.7,73.7,1677
INS002120,2016-05-16,电力区,电力监控,控制,84,正常,2016-01-11,2016-07-18,,低,9.1,1.9,33.1,1319
INS002121,2016-05-16,电力区,柴油储罐,机械,72,正常,2015-12-14,2016-07-24,,低,73.7,3.7,17.9,679
INS002122,2016-05-23,A区,座椅系统,结构,90,正常,2016-04-06,2016-08-02,,低,47.1,1.2,11.2,3154
INS002123,2016-05-23,A区,空调机组,暖通,80,正常,2016-01-06,2016-08-16,,低,48.8,3.71,122.1,1323
